objectid,stationid,sampledate,latitude,longitude,depth,stratum,areaqweight,plasticpolymer,plastictype,count
557,B13-9259,2013-08-14,33.8326,-118.6488,678,Lower Slope,572.1300049,NA,NA,0
558,B13-9263,2013-07-26,33.848,-118.56755,80,Mid Shelf,65.90000153,NA,NA,0
559,B13-9265,2013-07-30,33.85208,-119.19431,845,Lower Slope,572.1300049,Unknown,Unknown,16
560,B13-9266,2013-07-26,33.8604,-118.44775,60,Mid Shelf,65.90000153,NA,NA,0
561,B13-9267,2013-07-26,33.86086667,-118.55915,74,Mid Shelf,65.90000153,NA,NA,0
562,B13-9274,2013-08-20,33.91322,-119.94719,72,Channel Islands,138.9799957,NA,NA,0
563,B13-9277,2013-07-25,33.91866667,-118.5632833,176,Canyon Bottom,2.92000008,PS,Line,3
564,B13-9277,2013-07-25,33.91866667,-118.5632833,176,Canyon Bottom,2.92000008,Nylon,Fragments,23
565,B13-9277,2013-07-25,33.91866667,-118.5632833,176,Canyon Bottom,2.92000008,Nylon,Line,21
566,B13-9277,2013-07-25,33.91866667,-118.5632833,176,Canyon Bottom,2.92000008,Nylon,Film,8
567,B13-9277,2013-07-25,33.91866667,-118.5632833,176,Canyon Bottom,2.92000008,PET (or PC),Fragments,3
568,B13-9277,2013-07-25,33.91866667,-118.5632833,176,Canyon Bottom,2.92000008,Too small to test,Too small to test,1
569,B13-9281,2013-08-13,33.92175,-118.6500167,448,Canyon Bottom,2.92000008,NA,NA,0
570,B13-9284,2013-09-10,33.93569,-118.89715,827,Lower Slope,572.1300049,NA,NA,0
571,B13-9285,2013-07-25,33.9351,-118.5521833,100,Canyon Bottom,2.92000008,HDPE,Fragments,15
572,B13-9285,2013-07-25,33.9351,-118.5521833,100,Canyon Bottom,2.92000008,PS,Fragments,2
573,B13-9285,2013-07-25,33.9351,-118.5521833,100,Canyon Bottom,2.92000008,Nylon,Fragments,10
574,B13-9285,2013-07-25,33.9351,-118.5521833,100,Canyon Bottom,2.92000008,Nylon,Line,14
575,B13-9285,2013-07-25,33.9351,-118.5521833,100,Canyon Bottom,2.92000008,Too small to test,Too small to test,1
576,B13-9287,2013-07-23,33.93488333,-118.5919667,203,Outer Shelf,18.81999969,Metal,Metal,1
577,B13-9290,2013-09-10,33.94136,-118.8445,719,Canyon Bottom,1.22000003,NA,NA,0
578,B13-9292,2013-07-25,33.94356667,-118.51985,48,Mid Shelf,65.90000153,NA,NA,0
579,B13-9295,2013-09-10,33.95007,-118.83696,690,Canyon Bottom,1.22000003,NA,NA,0
580,B13-9303,2013-07-26,33.96241667,-118.4763167,16,Inner Shelf,35.65000153,Nylon,Fragments,1
581,B13-9303,2013-07-26,33.96241667,-118.4763167,16,Inner Shelf,35.65000153,Nylon,Line,2
582,B13-9303,2013-07-26,33.96241667,-118.4763167,16,Inner Shelf,35.65000153,Nylon,Film,3
583,B13-9304,2013-08-20,33.96426,-119.85254,25,Channel Islands,138.9799957,NA,NA,0
584,B13-9305,2013-08-12,33.96633333,-118.8111167,564,Canyon Bottom,1.22000003,Nylon,Pellets,1
585,B13-9307,2013-07-29,33.96886,-119.07025,755,Canyon Bottom,1.5,HDPE,Fragments,5
586,B13-9307,2013-07-29,33.96886,-119.07025,755,Canyon Bottom,1.5,Unknown,Unknown,3
587,B13-9309,2013-09-13,33.97743,-118.87635,499,Upper Slope,92.62000275,NA,NA,0
588,B13-9310,2013-08-12,33.98196667,-118.8140833,169,Outer Shelf,4.34999991,NA,NA,0
589,B13-9311,2013-08-13,33.9817,-118.8017333,462,MPA,17.75,NA,NA,0
590,B13-9314,2013-09-18,33.99165,-118.85737,167,MPA,4.34999991,NA,NA,0
591,B13-9315,2013-08-20,33.99451,-120.33739,72,Channel Islands,138.9799957,NA,NA,0
592,B13-9316,2013-08-14,33.99496667,-118.6327,62,Mid Shelf,65.90000153,NA,NA,0
593,B13-9319,2013-08-14,33.99775,-118.4917833,8,Inner Shelf,35.65000153,Nylon,Fragments,1
594,B13-9320,2013-09-18,33.99901,-118.86873,98,MPA,9.43999958,NA,NA,0
595,B13-9321,2013-09-24,34.00042,-118.81478,44,MPA,9.43999958,HDPE,Line,1
596,B13-9321,2013-09-24,34.00042,-118.81478,44,MPA,9.43999958,HDPE,Film,2
597,B13-9321,2013-09-24,34.00042,-118.81478,44,MPA,9.43999958,PS,Pellets,1
598,B13-9321,2013-09-24,34.00042,-118.81478,44,MPA,9.43999958,Unknown,Unknown,0
599,B13-9323,2013-09-24,34.00115,-118.82446,39,MPA,9.43999958,NA,NA,0
600,B13-9326,2013-07-23,34.00516667,-118.7666333,39,Mid Shelf,65.90000153,HDPE,Film,1
601,B13-9326,2013-07-23,34.00516667,-118.7666333,39,Mid Shelf,65.90000153,Nylon,Fragments,1
602,B13-9326,2013-07-23,34.00516667,-118.7666333,39,Mid Shelf,65.90000153,Nylon,Line,3
603,B13-9329,2013-08-20,34.0113,-120.47439,95,Channel Islands,138.9799957,NA,NA,0
604,B13-9331,2013-07-23,34.01305,-118.6702,41,Mid Shelf,65.90000153,NA,NA,0
605,B13-9332,2013-07-29,34.01401,-119.09466,660,Canyon Bottom,0,Too small to test,Too small to test,1
606,B13-9336,2013-07-23,34.01915,-118.74315,23,Inner Shelf,35.65000153,NA,NA,0
607,B13-9338,2013-07-30,34.0213,-119.22674,595,Canyon Bottom,1.84000003,HDPE,Fragments,7
608,B13-9338,2013-07-30,34.0213,-119.22674,595,Canyon Bottom,1.84000003,HDPE,Line,5
609,B13-9338,2013-07-30,34.0213,-119.22674,595,Canyon Bottom,1.84000003,Nylon,Fragments,7
610,B13-9338,2013-07-30,34.0213,-119.22674,595,Canyon Bottom,1.84000003,Nylon,Line,10
611,B13-9339,2013-09-18,34.02233,-118.86721,42,MPA,9.43999958,NA,NA,0
612,B13-9341,2013-07-23,34.02296667,-118.5926167,23,Inner Shelf,35.65000153,NA,NA,0
613,B13-9343,2013-08-21,34.03011,-119.42289,82,Channel Islands,138.9799957,PET (or PC),Fragments,1
614,B13-9345,2013-08-21,34.0336,-119.3498,84,Channel Islands,138.9799957,HDPE,Fragments,1
615,B13-9345,2013-08-21,34.0336,-119.3498,84,Channel Islands,138.9799957,Nylon,Line,2
616,B13-9346,2013-09-18,34.03679,-118.91686,15,Inner Shelf,35.65000153,NA,NA,0
617,B13-9347,2013-07-29,34.03989,-119.23463,550,Canyon Bottom,1.84000003,HDPE,Fragments,3
618,B13-9348,2013-07-29,34.0416,-119.19757,400,Upper Slope,92.62000275,HDPE,Fragments,1
619,B13-9349,2013-07-29,34.04245,-119.08589,562,Canyon Bottom,1.5,PVC,Fragments,1
620,B13-9349,2013-07-29,34.04245,-119.08589,562,Canyon Bottom,1.5,PET (or PC),Fragments,5
621,B13-9349,2013-07-29,34.04245,-119.08589,562,Canyon Bottom,1.5,PET (or PC),Film,1
622,B13-9350,2013-07-29,34.04413,-119.05558,205,Outer Shelf,18.81999969,HDPE,Fragments,2
623,B13-9351,2013-08-20,34.04681,-120.48995,75,Channel Islands,138.9799957,PU,Foam Fragments,1
624,B13-9351,2013-08-20,34.04681,-120.48995,75,Channel Islands,138.9799957,HDPE,Fragments,1
625,B13-9351,2013-08-20,34.04681,-120.48995,75,Channel Islands,138.9799957,HDPE,Line,2
626,B13-9351,2013-08-20,34.04681,-120.48995,75,Channel Islands,138.9799957,PS,Fragments,2
627,B13-9351,2013-08-20,34.04681,-120.48995,75,Channel Islands,138.9799957,Nylon,Fragments,2
628,B13-9351,2013-08-20,34.04681,-120.48995,75,Channel Islands,138.9799957,Nylon,Line,1
629,B13-9354,2013-07-29,34.05079,-119.21587,240,Upper Slope,92.62000275,HDPE,Fragments,1
630,B13-9354,2013-07-29,34.05079,-119.21587,240,Upper Slope,92.62000275,HDPE,Line,1
631,B13-9356,2013-09-06,34.05333,-119.14898,125,Outer Shelf,18.81999969,Nylon,Fragments,3
632,B13-9357,2013-08-21,34.05849,-119.4966,82,Channel Islands,138.9799957,PS,Fragments,1
633,B13-9359,2013-09-06,34.06645,-119.13405,186,Outer Shelf,18.81999969,NA,NA,0
634,B13-9360,2013-08-21,34.06662,-119.58824,88,Channel Islands,138.9799957,PS,Fragments,1
635,B13-9363,2013-08-21,34.07505,-119.74828,88,Channel Islands,138.9799957,NA,NA,0
636,B13-9365,2013-08-21,34.0788,-119.50937,130,Channel Islands,138.9799957,NA,NA,0
637,B13-9366,2013-08-21,34.07857,-119.70034,92,Channel Islands,138.9799957,PU,Foam Foam,1
638,B13-9366,2013-08-21,34.07857,-119.70034,92,Channel Islands,138.9799957,HDPE,Film,1
639,B13-9369,2013-09-13,34.08348,-119.09496,157,Canyon Bottom,1.5,NA,NA,0
640,B13-9371,2013-09-13,34.09077,-119.23904,341,Canyon Bottom,1.84000003,HDPE,Fragments,1
641,B13-9372,2013-08-21,34.10102,-119.15105,15,Inner Shelf,35.65000153,NA,NA,0
642,B13-9373,2013-08-20,34.1018,-120.14144,102,Channel Islands,138.9799957,NA,NA,0
643,B13-9375,2013-08-21,34.10979,-119.22115,137,Outer Shelf,18.81999969,NA,NA,0
644,B13-9376,2013-08-20,34.11211,-120.02527,110,Channel Islands,138.9799957,HDPE,Line,1
645,B13-9377,2013-08-21,34.11344,-119.18049,17,Inner Shelf,35.65000153,NA,NA,0
646,B13-9378,2013-08-20,34.11525,-119.93538,100,Channel Islands,138.9799957,NA,NA,0
647,B13-9379,2013-09-11,34.11828,-119.6289,259,Upper Slope,92.62000275,NA,NA,0
648,B13-9383,2013-08-21,34.12508,-119.19282,15,Inner Shelf,35.65000153,NA,NA,0
649,B13-9387,2013-09-10,34.144,-120.17799,430,Upper Slope,92.62000275,NA,NA,0
650,B13-9388,2013-09-11,34.1457,-119.76997,363,Upper Slope,92.62000275,NA,NA,0
651,B13-9391,2013-09-11,34.15835,-119.82779,406,Upper Slope,92.62000275,NA,NA,0
652,B13-9394,2013-09-12,34.16882,-119.54209,240,Upper Slope,92.62000275,NA,NA,0
653,B13-9395,2013-08-20,34.16911,-119.46025,127,Outer Shelf,18.81999969,Nylon,Fragments,11
654,B13-9396,2013-09-11,34.17111,-119.87681,462,Upper Slope,92.62000275,NA,NA,0
655,B13-9397,2013-08-20,34.17866,-119.34696,26,Inner Shelf,35.65000153,NA,NA,0
656,B13-9398,2013-09-11,34.17883,-119.61224,258,Upper Slope,92.62000275,NA,NA,0
657,B13-9399,2013-09-10,34.18244,-120.40733,255,Upper Slope,92.62000275,NA,NA,0
658,B13-9400,2013-09-10,34.18317,-120.35125,457,Upper Slope,92.62000275,Nylon,Fragments,1
659,B13-9400,2013-09-10,34.18317,-120.35125,457,Upper Slope,92.62000275,Unknown,Unknown,0
660,B13-9403,2013-09-12,34.20654,-119.63271,154,Outer Shelf,18.81999969,Unknown,Unknown,5
661,B13-9407,2013-09-12,34.21624,-119.60597,164,Outer Shelf,18.81999969,HDPE,Fragments,4
662,B13-9407,2013-09-12,34.21624,-119.60597,164,Outer Shelf,18.81999969,Nylon,Fragments,2
663,B13-9407,2013-09-12,34.21624,-119.60597,164,Outer Shelf,18.81999969,Nylon,Line,1
664,B13-9407,2013-09-12,34.21624,-119.60597,164,Outer Shelf,18.81999969,Unknown,Unknown,1
665,B13-9409,2013-08-20,34.21804,-119.29495,17,Inner Shelf,35.65000153,NA,NA,0
666,B13-9413,2013-09-12,34.22412,-119.60608,146,Outer Shelf,18.81999969,HDPE,Fragments,1
667,B13-9413,2013-09-12,34.22412,-119.60608,146,Outer Shelf,18.81999969,PP,Fragments,1
668,B13-9414,2013-09-11,34.22494,-119.73197,198,Outer Shelf,18.81999969,NA,NA,0
669,B13-9415,2013-08-08,34.22711587,-119.6978877,140,Outer Shelf,18.81999969,NA,NA,0
670,B13-9416,2013-09-12,34.2303,-119.68726,138,Outer Shelf,18.81999969,NA,NA,0
671,B13-9417,2013-09-12,34.23287,-119.70663,159,Outer Shelf,18.81999969,NA,NA,0
672,B13-9421,2013-08-20,34.24474,-119.37041,25,Inner Shelf,35.65000153,NA,NA,0
673,B13-9424,2013-08-08,34.25507566,-119.4763999,64,Mid Shelf,65.90000153,HDPE,Fragments,1
674,B13-9424,2013-08-08,34.25507566,-119.4763999,64,Mid Shelf,65.90000153,Nylon,Fragments,3
675,B13-9426,2013-09-11,34.2584,-119.81035,298,Upper Slope,92.62000275,NA,NA,0
676,B13-9427,2013-09-10,34.26,-120.28129,462,Upper Slope,92.62000275,HDPE,Fragments,1
677,B13-9427,2013-09-10,34.26,-120.28129,462,Upper Slope,92.62000275,Nylon,Fragments,1
678,B13-9428,2013-09-11,34.26088,-119.76726,195,Outer Shelf,18.81999969,HDPE,Fragments,4
679,B13-9432,2013-09-11,34.27783,-119.71844,202,Outer Shelf,18.81999969,NA,NA,0
680,B13-9433,2013-08-08,34.27868345,-119.5831344,91,Mid Shelf,65.90000153,HDPE,Line,2
681,B13-9434,2013-09-23,34.28382,-119.35473,18,Inner Shelf,35.65000153,NA,NA,0
682,B13-9435,2013-09-09,34.2846,-120.42389,421,Upper Slope,92.62000275,NA,NA,0
683,B13-9436,2013-09-09,34.28685,-120.45566,430,Upper Slope,92.62000275,NA,NA,0
684,B13-9440,2013-09-12,34.308,-119.71274,139,Outer Shelf,18.81999969,HDPE,Fragments,4
685,B13-9440,2013-09-12,34.308,-119.71274,139,Outer Shelf,18.81999969,HDPE,Line,1
686,B13-9440,2013-09-12,34.308,-119.71274,139,Outer Shelf,18.81999969,PET (or PC),Fragments,4
687,B13-9443,2013-09-09,34.31423,-120.28184,392,Upper Slope,92.62000275,NA,NA,0
688,B13-9444,2013-09-11,34.31999,-119.75116,161,Outer Shelf,18.81999969,NA,NA,0
689,B13-9447,2013-08-08,34.34264867,-119.4581275,23,Inner Shelf,35.65000153,NA,NA,0
690,B13-9448,2013-08-06,34.34373814,-119.7742132,88,Mid Shelf,65.90000153,NA,NA,0
691,B13-9449,2013-09-23,34.34401,-119.56216,44,Mid Shelf,65.90000153,NA,NA,0
692,B13-9450,2013-09-09,34.34418,-120.36868,288,Upper Slope,92.62000275,PET (or PC),Fragments,3
693,B13-9450,2013-09-09,34.34418,-120.36868,288,Upper Slope,92.62000275,Unknown,Unknown,4
694,B13-9454,2013-08-06,34.35917,-119.84953,104,MPA,9.43999958,NA,NA,0
695,B13-9455,2013-09-10,34.3605,-119.89182,180,Outer Shelf,4.34999991,HDPE,Fragments,4
696,B13-9456,2013-08-07,34.36104813,-119.8498224,93,Mid Shelf,9.43999958,NA,NA,0
697,B13-9457,2013-09-10,34.36292,-120.0104,453,Upper Slope,92.62000275,NA,NA,0
698,B13-9458,2013-08-08,34.36814599,-119.5401298,34,Mid Shelf,65.90000153,NA,NA,0
699,B13-9459,2013-09-10,34.36862,-120.11323,436,Upper Slope,92.62000275,Unknown,Unknown,5
700,B13-9464,2013-09-09,34.39477,-120.33174,184,Outer Shelf,18.81999969,NA,NA,0
701,B13-9465,2013-09-23,34.39507,-119.85856,44,MPA,9.43999958,NA,NA,0
702,B13-9466,2013-08-06,34.39593296,-119.6620526,24,Inner Shelf,35.65000153,NA,NA,0
703,B13-9467,2013-08-07,34.39827888,-119.8655646,29,Inner Shelf,6.34999991,NA,NA,0
704,B13-9468,2013-08-07,34.3996858,-119.8749321,26,MPA,6.34999991,NA,NA,0
705,B13-9470,2013-08-07,34.40098769,-119.8329831,29,Mid Shelf,65.90000153,NA,NA,0
706,B13-9474,2013-09-23,34.40678,-120.41695,84,MPA,9.43999958,NA,NA,0
707,B13-9476,2013-09-09,34.41985,-120.2696,159,Outer Shelf,18.81999969,NA,NA,0
708,B13-9481,2013-09-23,34.44276,-120.42773,23,MPA,6.34999991,NA,NA,0
709,B13-9482,2013-09-23,34.44365,-120.28533,20,Mid Shelf,35.65000153,NA,NA,0
710,B13-9484,2013-09-23,34.45857,-120.31701,18,Inner Shelf,35.65000153,NA,NA,0
711,B13-9487,2013-09-23,34.46461,-120.17987,18,Inner Shelf,35.65000153,NA,NA,0
