"objectid","gdb_geomattr_data","shape","stationid","sampledate","samplingorganization","gear","trawlnumber","datum","overlatitude","overlongitude","startlatitude","startlongitude","startdepth","depthunits","endlatitude","endlongitude","enddepth","decklatitude","decklongitude","trawlfail","ptsensor","ptsensormanufacturer","ptsensorserialnumber","onbottomtemp","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","overtime","starttime","endtime","decktime","onbottomtime","trawloverdistance","trawldeckdistance","trawldistance","trawlovertime","trawldecktime","trawltimetobottom","trawltime","trawldistancetonominaltarget","wireout"
2038,NULL,NULL,"B18-10848","2018-09-05 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.10914000","-119.21353000","34.10929000","-119.21153000","28.50000000","m","34.10965000","-119.20789000","28.10000000","34.10998000","-119.20705000","None","Yes","Seabird ","39-8658","15.50000000","","{E7D8F0F3-D4B6-467F-B99C-4C648F5F3D12}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","14:39:00","14:42:00","14:52:00","14:59:00","00:16:00","184.88604798","85.59889983","337.50188741","3.00000000","7.00000000","-2.10097782","10.00000000","30.25493323","-88.00000000"
2039,NULL,NULL,"B18-10953","2018-09-07 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.16473000","-119.47465000","34.16311000","-119.46808000","178.00000000","m","34.16280000","-119.46601000","175.00000000","34.16269000","-119.46554000","None","Yes","Seabird","39-8658","9.40000000","","{11988B8C-9609-4EEA-8074-219582C75F69}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","15:23:00","15:30:00","15:40:00","16:00:00","00:11:10","630.75214182","44.94020819","193.54988442","7.00000000","20.00000000","-7.16763798","10.00000000","5.66527008","-88.00000000"
2040,NULL,NULL,"B18-10205","2018-09-11 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.40267000","-119.81589000","34.40327000","-119.81435000","18.00000000","m","34.40485000","-119.81104000","17.10000000","34.40598000","-119.80846000","None","Yes","Seabird ","39-8658","16.50000000","","{9F505D73-06F3-423F-8F3E-A21E9CDF30AD}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:23:00","13:25:00","13:35:00","13:42:00","00:15:10","156.24766749","267.97915783","350.83231151","2.00000000","7.00000000","-1.77554168","10.00000000","37.86167368","-88.00000000"
2041,NULL,NULL,"B18-10243","2018-09-11 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.39985000","-119.83800000","34.40034000","-119.83611000","30.50000000","m","34.40108000","-119.83282000","30.10000000","34.40126000","-119.83276000","None","Yes","Seabird ","39-8658","14.50000000","","{77BA3A0E-C397-4843-8C19-D88DE037F67F}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:55:00","11:58:00","12:08:00","12:16:00","00:15:50","181.76284481","20.75807562","312.86416812","3.00000000","8.00000000","-2.06548687","10.00000000","11.31816183","-88.00000000"
2042,NULL,NULL,"B18-10299","2018-09-05 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",3,"WGS84","34.10776000","-119.32055000","34.10717000","-119.31902000","194.00000000","m","34.10720000","-119.31594000","191.00000000","34.10883000","-119.31608000","None","Yes","Seabird ","39-8658","9.40000000","","{8754F28C-47E5-4AD5-A36D-F3BF4C236DC3}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:34:00","12:43:00","12:53:00","13:18:00","00:18:50","155.39206076","181.70546591","283.58996191","9.00000000","25.00000000","-1.76581887","10.00000000","0.00000000","-88.00000000"
2043,NULL,NULL,"B18-10299","2018-09-05 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",2,"WGS84","34.11189000","-119.32176000","34.10772000","-119.31940000","194.00000000","m","34.10612000","-119.31836000","197.00000000","34.10888000","-119.31461000","Fouled Net (comment req.)","Yes","Seabird ","39-8658","-88.00000000","Net was twisted over boards","{DDA6D0A0-3EC9-4349-A1BB-D6C1F2CD4179}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:27:00","11:34:00","11:44:00","12:15:00","00:00:00","512.06440014","461.93858602","202.04194261","7.00000000","31.00000000","-5.81891364","10.00000000","1.85022962","-88.00000000"
2044,NULL,NULL,"B18-10245","2018-09-11 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.35767000","-119.67934000","34.35760000","-119.67638000","55.20000000","m","34.35778000","-119.67288000","54.50000000","34.35840000","-119.67402000","None","Yes","Seabird","39-8658","12.50000000","","{21340667-1AD0-4D3D-BD31-FB8854684C31}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","07:38:00","07:44:00","07:54:00","08:02:00","00:16:20","271.82426177","125.31373027","321.90463956","6.00000000","8.00000000","-3.08891207","10.00000000","19.19817713","-88.00000000"
2045,NULL,NULL,"B18-10208","2018-09-14 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.33554000","-119.43928000","34.33496000","-119.43797000","20.00000000","m","34.33391000","-119.43398000","18.80000000","34.33427000","-119.43423000","None","Yes","Seabird","39-8658","16.30000000","","{0F1DD14D-E5B5-46C7-B16C-89643ACADD5A}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","15:17:00","15:18:00","15:28:00","15:36:00","00:14:20","136.48242618","46.14500059","384.51710437","1.00000000","8.00000000","-1.55093666","10.00000000","0.39630644","-88.00000000"
2046,NULL,NULL,"B18-10246","2018-09-14 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.34256000","-119.56824000","34.34312000","-119.56598000","44.70000000","m","34.34417000","-119.56196000","43.60000000","34.34431000","-119.56236000","None","Yes","Seabird","39-8658","13.70000000","","{FDE2C118-B2FD-44EF-AF4F-7882B7C3B3C6}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:06:00","08:08:00","08:18:00","08:26:00","00:14:20","216.63517354","39.88706290","387.10391318","2.00000000","8.00000000","-2.46176334","10.00000000","4.13766107","-88.00000000"
2047,NULL,NULL,"B18-10247","2018-09-14 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.31127000","-119.55251000","34.31155000","-119.54993000","67.50000000","m","34.31245000","-119.54615000","66.30000000","34.31207000","-119.54714000","None","Yes","Seabird ","39-8658","12.10000000","","{DF8513C5-3AA8-4CAB-9516-0F4EDFECA8DD}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:15:00","10:20:00","10:30:00","10:39:00","00:15:00","238.99791097","100.26443976","361.30935137","5.00000000","9.00000000","-2.71588535","10.00000000","17.10869353","-88.00000000"
2048,NULL,NULL,"B18-10302","2018-09-07 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.05530000","-119.07034000","34.05218787","-119.07864887","210.00000000","m","34.04883000","-119.07640300","184.00000000","34.04874000","-119.06351000","Trawl hit unknown obstruction","Yes","Seabird ","39-8658","-88.00000000","Net was stuck to something on the bottom. Took about 1 and 1/2 hour to retrieve.","{CF69F482-6748-4195-97E8-174EACC9158C}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:06:00","10:14:00","10:24:00","11:51:00","00:00:00","840.05441863","1187.89739285","426.87670198","8.00000000","87.00000000","-9.54607294","10.00000000","1009.99200308","-88.00000000"
2049,NULL,NULL,"B18-10248","2018-09-14 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",2,"WGS84","34.22887000","-119.52392000","34.22940000","-119.52070000","88.20000000","m","34.22975000","-119.51817000","87.00000000","34.23019000","-119.51871000","None","Yes","Seabird ","39-8658","11.30000000","","{4E275188-CFDD-44E3-B343-31D22FD9AFFD}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:00:00","13:04:00","13:14:00","13:31:00","00:17:30","301.84104328","69.70164835","235.82875821","4.00000000","17.00000000","-3.43001186","10.00000000","5.49336306","-88.00000000"
2050,NULL,NULL,"B18-10842","2018-09-14 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.32672000","-119.41782000","34.32668000","-119.41627000","15.10000000","m","34.32718000","-119.41279000","12.80000000","34.32682000","-119.41328000","None","No","Seabird ","39-8658","17.20000000","","{42A37FA8-EBF0-4E82-9854-CF851EE3116C}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","16:13:00","16:15:00","16:25:00","16:31:00","00:15:30","142.40402288","60.22505549","324.36346134","2.00000000","6.00000000","-1.61822753","10.00000000","13.27697708","-88.00000000"
2051,NULL,NULL,"B18-10244","2018-09-11 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.36102000","-119.83105000","34.35997000","-119.82817000","87.20000000","m","34.35909000","-119.82366000","87.90000000","34.36416000","-119.82525000","None","Yes","Seabird","39-8658","10.70000000","","{0B62F3D9-3F27-4D32-A9EE-0598C7B39609}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:32:00","10:36:00","10:46:00","10:57:00","00:17:20","288.99474218","582.34344866","425.39262320","4.00000000","11.00000000","-3.28403116","10.00000000","28.45383168","-88.00000000"
2052,NULL,NULL,"B18-10248","2018-09-14 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.23030000","-119.52446800","34.23005000","-119.52198000","87.90000000","m","34.23002000","-119.51830000","86.00000000","34.23108000","-119.51799000","Improper Bottom Time","Yes","Seabird ","39-8658","11.40000000","","{5715B142-06EE-43DE-8393-63617773CC82}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:17:00","12:21:00","12:31:00","12:45:00","00:05:00","230.41541971","121.26318653","338.33499091","4.00000000","14.00000000","-2.61835704","10.00000000","27.10454287","-88.00000000"
2053,NULL,NULL,"B18-10251","2018-08-28 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.01679000","-118.91478000","34.01695000","-118.91253000","56.10000000","m","34.01744000","-118.90884000","53.40000000","34.01750000","-118.90979000","Doors - No contact with bottom","Yes","Seabird","39-8658","-88.00000000","","{D4C05B14-E719-4651-874A-E9CDFD7FD555}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:23:00","11:26:00","11:36:00","11:40:00","00:00:00","208.13632567","87.81130181","344.42978799","3.00000000","4.00000000","-2.36518552","10.00000000","136.04384220","-88.00000000"
2054,NULL,NULL,"B18-10330","2018-09-25 00:00:00","Southern California Coastal Water Research Project","Otter Trawl w. 7.62 meter head rope",1,"WGS84","-88.00000000","-88.00000000","-88.00000000","-88.00000000","-88.00000000","m","-88.00000000","-88.00000000","-88.00000000","-88.00000000","-88.00000000","Other trawl failure","No","","","-88.00000000","Abandoned station due to location within the federal boundries of Harris Point Marine Reserve, trawling not allowed","{93879799-765B-47B9-ADD9-1A654CE6E621}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:34:00","10:34:00","10:34:00","10:34:00","00:00:00","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","13613041.22987551","-88.00000000"
2055,NULL,NULL,"A1","2018-09-20 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","33.16017000","-117.39206000","33.16225000","-117.39383000","35.00000000","m","33.16655000","-117.39728000","31.50000000","33.16883000","-117.39864000","None","Yes","lotek","L140A-3652","13.26000000","South of oceanside harbor","{A742348F-5A7A-4061-84C9-2EC1480416DB}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","06:20:00","06:30:00","06:40:00","06:45:00","00:10:20","283.97015480","283.37038293","575.97042656","10.00000000","5.00000000","1.41985077","10.00000000","63.03216944","200.00000000"
2056,NULL,NULL,"T0.5-S","2018-09-20 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","33.00555000","-117.30171000","33.00428000","-117.30126000","37.80000000","m","32.99913000","-117.29840000","33.20000000","32.99678000","-117.29664000","None","Yes","lotek","L140A-3652","13.01000000","San Elijo Lagoon area","{8AAC7401-07EA-49F4-83D3-5A10BA413161}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:05:00","09:11:00","09:21:00","09:25:00","00:10:10","147.32031275","308.58055250","631.71588022","6.00000000","4.00000000","0.73660156","10.00000000","17.92804292","200.00000000"
2057,NULL,NULL,"B18-10068","2018-07-10 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",2,"WGS84","33.45870000","-117.70455000","33.45823000","-117.70322000","8.30000000","m","33.45681000","-117.69793000","7.80000000","33.45684000","-117.69784000","None","Yes","lotek","L140A-3652","21.10000000","Dana Point. Alternative Trawl Line / path with safe trawl path to ensure second net not torn on day 1. Mimicking path from Bight 2013. ","{8364F0DD-DED0-4EA2-996B-63E16F79BCF9}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","15:56:00","15:58:00","16:07:00","16:09:00","00:09:10","133.99390056","8.99133004","515.52576678","2.00000000","2.00000000","4.46646335","9.00000000","623.38213146","30.00000000"
2058,NULL,NULL,"B18-10017","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.78406000","-117.21550000","32.78327000","-117.21520000","3.10000000","m","32.78016000","-117.21370000","4.30000000","32.77968000","-117.21328000","None","Yes","lotek","L140A-3652","26.70000000","Mission Bay East.Inadequate lead-up distance for approach (target v.close to shore). Trawl GPS from vessel was just over 100 m but actual net trailing behind may have been within 100 m circle when net hit bottom / start of trawl. ","{2631F92D-1CB3-42DF-867B-EE41BC20A23F}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:56:00","09:58:00","10:04:00","10:06:00","00:06:30","92.21223390","66.26062152","373.16620326","2.00000000","2.00000000","7.68435282","6.00000000","134.71690530","12.00000000"
2059,NULL,NULL,"B18-10019","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.76854000","-117.24065000","32.76765000","-117.24167000","8.00000000","m","32.76273000","-117.24393000","7.70000000","32.76199000","-117.24391000","None","Yes","lotek","L140A-3652","21.90000000","Mission Bay SW. Under W. Mission Bay Dr. Bridge. ","{83921C62-625A-44FB-8467-DD34E0992D07}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","14:41:00","14:43:00","14:54:00","14:56:00","00:09:30","137.43818203","82.30545406","586.47299031","2.00000000","2.00000000","4.73924766","11.00000000","33.38972973","29.00000000"
2060,NULL,NULL,"B18-10016","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.78436000","-117.24068000","32.78372000","-117.24180000","3.90000000","m","32.78107000","-117.24440000","4.10000000","32.78064000","-117.24449000","None","Yes","lotek","L140A-3652","20.80000000","Mission Bay West. Main Bight trawl.Inadequate lead-up distance for approach (target v.close to shore). Trawl GPS from vessel was just over 100 m but actual net trailing behind may have been within 100 m circle when net hit bottom / start of trawl. ","{CA2733E5-D954-4560-8FB4-A08BD342CA56}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:11:00","11:13:00","11:19:00","11:21:00","00:07:00","126.59713644","48.54852279","381.97818520","2.00000000","2.00000000","8.43980910","6.00000000","174.49619886","15.00000000"
2061,NULL,NULL,"B18-10016","2018-07-13 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",2,"WGS84","32.78407000","-117.24052000","32.78515000","-117.24088000","3.40000000","m","32.78573000","-117.24117000","3.50000000","32.78777000","-117.24119000","None","Yes","lotek","L140A-3652","22.60000000","Mission Bay West. For additional fish. Unknown entanglement on a rock so stopped trawl early, but net was recovered with fish and net was not torn. ","{D4E5B837-3FBB-4204-A30F-3703A8640973}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:57:00","12:59:00","13:01:00","13:03:00","00:01:50","124.71694573","226.84534679","69.95919890","2.00000000","2.00000000","10.39307881","2.00000000","46.11512412","12.00000000"
2062,NULL,NULL,"B18-10037","2018-07-24 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.64956000","-117.10979000","32.64870000","-117.11269000","10.70000000","m","32.64747000","-117.11847000","11.20000000","32.64700000","-117.11985000","None","Yes","lotek","L140A-3652","26.50000000","South SD Bay. Sweetwater Channel. ","{8A3C5864-901E-435F-9164-EAA4A6B4FA7B}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:01:00","13:05:00","13:16:00","13:19:00","00:09:40","287.86060573","139.37465289","558.17471448","4.00000000","3.00000000","7.19651514","11.00000000","63.00629311","40.00000000"
2063,NULL,NULL,"B18-10039","2018-07-24 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.64361000","-117.13971000","32.64269000","-117.13912000","4.70000000","m","32.64048000","-117.13709000","4.60000000","32.64061000","-117.13699000","None","Yes","lotek","L140A-3652","26.20000000","South SD Bay. SW Corner. Silver Strand.","{9AB2B1D9-6EE2-4C90-B114-939A779B0D02}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:58:00","11:00:00","11:07:00","11:08:00","00:07:30","116.26213969","17.22284349","310.67181361","2.00000000","1.00000000","5.81310698","7.00000000","76.57889080","20.00000000"
2064,NULL,NULL,"B18-10036","2018-07-24 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.65807000","-117.14705000","32.65835000","-117.14522000","4.90000000","m","32.66088000","-117.13961000","4.90000000","32.66126000","-117.13945000","None","Yes","lotek","L140A-3652","25.70000000","Central SD Bay / Silver Strand west side.","{D7656567-8229-4653-8DB1-F63466F0AEFF}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:50:00","09:51:00","10:02:00","10:04:00","00:11:00","174.12256892","44.83037371","595.77789731","1.00000000","2.00000000","10.88266056","11.00000000","45.72164075","16.00000000"
2065,NULL,NULL,"B18-10034","2018-07-24 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.66425000","-117.15208000","32.66512000","-117.15005000","4.60000000","m","32.66725000","-117.14429000","4.70000000","32.66741000","-117.14401000","None","Yes","lotek","L140A-3652","25.40000000","Central SD Bay / Silver Strand west side.","{A25FD810-41B5-4033-8833-CC40CED841A5}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","07:11:00","07:14:00","07:24:00","07:26:00","00:11:30","213.23302713","31.67767701","588.90389366","3.00000000","2.00000000","13.32706420","10.00000000","2.76118370","16.00000000"
2066,NULL,NULL,"B18-10024","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.71660000","-117.18573000","32.71570000","-117.18456000","11.60000000","m","32.71294000","-117.17915000","11.80000000","32.71274000","-117.17874000","None","Yes","lotek","L140A-3652","19.30000000","North SD Bay. ","{3DA60CBE-CED2-425C-8308-8FE8F83DE89B}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:21:00","13:22:00","13:32:00","13:35:00","00:10:20","148.31178621","44.33935788","591.91715981","1.00000000","3.00000000","3.53123300","10.00000000","10.20054345","42.00000000"
2067,NULL,NULL,"B18-10022","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.72475000","-117.18271000","32.72271000","-117.18377000","11.60000000","m","32.71821000","-117.18581000","12.20000000","32.71795000","-117.18585000","None","Yes","lotek","L140A-3652","18.80000000","Inadequate lead-up distance (blocked by shore & pier) for trawl to hit bottom before outside of 100m radius. Actual net trailing behind may have been within 100 m circle when net started trawl.","{9BC0ABDC-764B-4F3E-BDDA-7E4BB2BFEFEF}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:06:00","10:12:00","10:22:00","10:25:00","00:09:00","247.56406364","29.15178428","535.53543506","6.00000000","3.00000000","5.89438247","10.00000000","175.92245758","42.00000000"
2068,NULL,NULL,"B18-10023","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.71680000","-117.21805000","32.71718000","-117.21580000","14.90000000","m","32.71901000","-117.21017000","16.40000000","32.71920000","-117.20982000","None","Yes","lotek","L140A-3652","16.50000000","North SD Bay. ","{FBAE34CE-BF8F-42C7-9E3A-BF5A235AF5E2}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:10:00","08:54:00","09:03:00","09:06:00","00:10:30","214.69537351","38.96755738","564.64311012","16.00000000","3.00000000","3.57825623","9.00000000","32.85663133","60.00000000"
2069,NULL,NULL,"B18-10042","2018-07-25 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.62524000","-117.11052000","32.62567000","-117.11086000","3.00000000","m","32.63068000","-117.11366000","3.00000000","32.63102000","-117.11394000","None","Yes","lotek","L140A-3652","26.50000000","South SD Bay. Near Chula Vista Marina","{D15850DF-96CC-4915-986C-D3085C39040A}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:38:00","08:40:00","08:50:00","08:53:00","00:10:30","57.44574024","46.00895998","615.71123898","2.00000000","3.00000000","3.19143001","10.00000000","51.39326499","18.00000000"
2070,NULL,NULL,"B18-10071","2018-07-11 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","33.20820000","-117.39555000","33.20807000","-117.39694000","7.30000000","m","33.20762000","-117.40073000","7.40000000","33.20744000","-117.40166000","None","Yes","lotek","L140A-3652","22.91000000","Oceanside Harbor. Traveling east to west. 6 minute trawl to meet the 5 minute minimum but ran out of distance / room in Oceanside.","{D1C9FC23-901A-4D50-B47F-A96962AE3BBA}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","06:41:00","06:43:00","06:49:00","06:52:00","00:05:10","130.12443678","88.80830518","356.13764544","2.00000000","3.00000000","4.64730131","6.00000000","1.36998769","28.00000000"
