"objectid","gdb_geomattr_data","shape","stationid","sampledate","samplingorganization","gear","trawlnumber","datum","overlatitude","overlongitude","startlatitude","startlongitude","startdepth","depthunits","endlatitude","endlongitude","enddepth","decklatitude","decklongitude","trawlfail","ptsensor","ptsensormanufacturer","ptsensorserialnumber","onbottomtemp","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","overtime","starttime","endtime","decktime","onbottomtime","trawloverdistance","trawldeckdistance","trawldistance","trawlovertime","trawldecktime","trawltimetobottom","trawltime","trawldistancetonominaltarget","wireout"
1937,NULL,NULL,"B18-10349","2018-08-07 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.02667000","-117.37585000","33.04777000","-117.38815000","371.00000000","m","33.05315000","-117.38973000","381.00000000","33.06418000","-117.39009000","Doors - No contact with bottom","Yes","SeaBird","SBE 39 SN: 4375","-88.00000000","Used recommended trawl wire scope for station depth but net never reached bottom","{AB0EE4CC-8D75-48FC-9CFD-110799250752}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:56:06","10:18:45","10:28:58","10:51:13","00:00:00","2611.38339572","1226.93882346","616.08691549","23.00000000","23.00000000","2.47056140","11.00000000","56.03444833","1057.00000000"
1938,NULL,NULL,"B18-10231","2018-08-08 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.30265000","-117.51985000","33.30581000","-117.52302000","19.00000000","m","33.30950000","-117.52509000","18.00000000","33.30997000","-117.52541000","None","Yes","SeaBird","SBE 39 SN: 4375","16.00000000","","{19870EA9-0FA0-46C6-B1DA-11161BB526C6}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:40:33","08:44:14","08:54:10","08:56:12","11:10:00","458.53339112","60.12950266","453.16391712","4.00000000","3.00000000","3.47373781","10.00000000","34.30340361","132.00000000"
1939,NULL,NULL,"B18-10349","2018-08-07 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",2,"NAD83","33.02412000","-117.37325000","33.04971000","-117.38892000","375.00000000","m","33.05471000","-117.38999000","386.00000000","33.07333000","-117.38728000","None","Yes","SeaBird","SBE 39 SN: 4375","7.90000000","Added 300m of trawl wire scope to recommended amount due to failed first attempt net took an additional 5 minutes to reach bottom after winch wire stopped","{C20B924F-7FF9-4BDB-B75B-E29080E8E299}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:18:29","11:43:39","11:53:58","12:33:33","04:50:00","3198.50199738","2085.79426792","564.84760737","26.00000000","40.00000000","2.36926074","11.00000000","43.55746101","1350.00000000"
1940,NULL,NULL,"B18-10237","2018-08-01 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.65774000","-117.16685000","32.65963000","-117.16827000","12.00000000","m","32.66293000","-117.17149000","11.00000000","32.66325000","-117.17133000","None","Yes","SeaBird","SBE 39 SN: 4375","15.00000000","","{6FEF427E-90F8-4581-9355-97ED0ABCB4CB}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:31:31","12:34:33","12:44:07","12:46:09","11:00:00","248.67215386","38.60611331","474.87723565","4.00000000","3.00000000","2.48672154","10.00000000","2.92741269","100.00000000"
1941,NULL,NULL,"B18-10300","2018-09-04 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",6,"WGS84","34.08849000","-119.27880000","34.08888000","-119.27422000","192.00000000","m","34.08960000","-119.27025000","176.00000000","34.09177000","-119.27307000","None","Yes","Seabird ","39-8658","9.40000000","","{C6461B46-4066-4138-8003-C841EAAADA5A}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:49:00","01:58:00","02:08:00","14:35:00","00:19:50","423.98854457","354.48226257","374.25218769","711.00000000","747.00000000","-4.81805164","10.00000000","49.65164525","-88.00000000"
1942,NULL,NULL,"B18-10300","2018-09-04 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",5,"WGS84","34.08892000","-119.27940000","34.08894000","-119.27374000","194.00000000","m","34.08920000","-119.27048000","181.00000000","34.09108000","-119.27334000","Doors - No contact with bottom","Yes","Seabird","39-8658","-88.00000000","","{991DD72A-151C-4AE7-B042-D57AFD8946C4}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:50:00","12:56:00","13:06:00","13:26:00","00:00:00","521.22368078","336.24888460","301.59577031","6.00000000","20.00000000","-5.92299637","10.00000000","94.28243218","-88.00000000"
1943,NULL,NULL,"B18-10265","2018-08-08 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.26346000","-117.55690000","33.26863000","-117.56344000","80.00000000","m","33.27055000","-117.56622000","80.00000000","33.27094000","-117.56755000","None","Yes","SeaBird","SBE 39 SN: 4375","12.00000000","","{CF600B10-C52B-4786-AE0F-C718B8A27152}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:13:12","11:20:30","11:30:41","11:36:32","09:50:00","836.78361731","131.03258576","335.23053115","8.00000000","6.00000000","2.61494880","11.00000000","14.16774170","320.00000000"
1944,NULL,NULL,"B18-10267","2018-08-08 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.21116000","-117.47667000","33.21658000","-117.48075000","64.00000000","m","33.22132000","-117.48188000","59.00000000","33.22115000","-117.48143000","None","Yes","SeaBird","SBE 39 SN: 4375","12.00000000","","{BE497BD2-6426-4AD4-A78F-4E6518932AE7}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","14:37:28","14:44:24","14:54:44","14:59:18","10:00:00","712.23881045","45.92994833","537.44393217","7.00000000","5.00000000","2.22574628","11.00000000","43.77401996","320.00000000"
1945,NULL,NULL,"B18-10925","2018-08-09 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.23408000","-117.50243000","33.24077000","-117.50689000","64.00000000","m","33.24584000","-117.50867000","61.00000000","33.24721000","-117.50814000","None","Yes","SeaBird","SBE 39 SN: 4375","13.00000000","","{F334F6B8-5F3D-4F8C-8C07-A305A8155667}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:25:18","08:31:52","08:42:11","08:47:11","09:30:00","851.72543214","160.11180672","587.55906140","7.00000000","5.00000000","2.83908477","11.00000000","28.94237928","300.00000000"
1946,NULL,NULL,"B18-10875","2018-08-09 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.17199000","-117.40035000","33.17504000","-117.40307000","24.00000000","m","33.17977000","-117.40489000","20.00000000","33.18042000","-117.40469000","None","Yes","SeaBird","SBE 39 SN: 4375","13.00000000","","{5DD13AC1-F6F3-455E-83E2-C39B76EC8269}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:16:08","10:20:17","10:30:21","10:33:03","12:00:00","423.21035683","74.63490470","552.55436900","5.00000000","3.00000000","2.64506473","11.00000000","30.49216030","160.00000000"
1947,NULL,NULL,"B18-10930","2018-09-05 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.69497000","-117.33473000","32.70367000","-117.33596000","103.00000000","m","32.70782000","-117.33648000","100.00000000","32.73430000","-117.35537000","None","Yes","SeaBird","SBE 39 SN: 4375","11.00000000","","{2178227F-B561-4B01-A7AE-0510C35B7621}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:16:41","08:26:04","08:35:35","09:16:13","08:10:00","974.21835944","3434.03048844","464.01678759","10.00000000","41.00000000","2.37614234","10.00000000","19.74751781","410.00000000"
1948,NULL,NULL,"B18-10989","2018-09-05 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.72751000","-117.35132000","32.73898000","-117.35886000","149.00000000","m","32.74338000","-117.36257000","141.00000000","32.74598000","-117.36389000","None","Yes","SeaBird","SBE 39 SN: 4375","10.00000000","","{2CAFE123-A276-4125-9945-BFCE32423752}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:37:44","09:54:07","10:04:19","10:14:06","14:00:00","1457.41648268","314.36180826","599.81306830","17.00000000","10.00000000","2.55687102","11.00000000","151.76921297","570.00000000"
1949,NULL,NULL,"B18-10350","2018-09-05 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.68657000","-117.34879000","32.70257000","-117.35370000","224.00000000","m","32.70800000","-117.35489000","229.00000000","32.71002000","-117.35175000","None","Yes","SeaBird","SBE 39 SN: 4375","9.00000000","","{B959D16F-B9DB-4F20-8A74-2F4DCFA56DFB}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:55:51","12:15:17","12:25:24","12:36:43","09:00:00","1837.49068486","369.81252973","613.96899541","20.00000000","12.00000000","2.48309552","11.00000000","43.96813682","740.00000000"
1950,NULL,NULL,"B18-10351","2018-09-06 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.66902000","-117.41726000","32.69165000","-117.39576000","368.00000000","m","32.69544000","-117.38998000","370.00000000","32.69605000","-117.37948000","None","Yes","SeaBird","SBE 39 SN: 4375","10.00000000","","{544E1FF6-C49F-4C1D-A4DA-EB161D2367D5}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:48:43","09:28:15","09:38:33","10:00:02","08:00:00","3221.96585530","984.88845006","685.68024363","40.00000000","22.00000000","2.68497155","11.00000000","61.47903281","1200.00000000"
1951,NULL,NULL,"B18-10992","2018-09-07 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.58752000","-117.34030000","32.59872000","-117.34362000","172.00000000","m","32.60264000","-117.34265000","172.00000000","32.59528000","-117.33940000","None","Yes","SeaBird","SBE 39 SN: 4375","10.00000000","","{7B384435-14B3-459D-A884-E9F62957F17C}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:13:22","08:24:01","08:34:15","08:55:20","09:00:00","1283.63494928","873.19001734","445.25440140","11.00000000","22.00000000","2.07037895","11.00000000","9.84157512","620.00000000"
1952,NULL,NULL,"B18-10879","2018-09-07 00:00:00","City of San Diego","Otter Trawl w. 7.62 meter head rope",1,"NAD83","32.66317000","-117.19942000","32.66434000","-117.20150000","10.00000000","m","32.66857000","-117.20569000","9.00000000","32.66862000","-117.20573000","None","Yes","SeaBird","SBE 39 SN: 4375","16.00000000","","{A4117369-B08E-4594-A971-A98593115B0F}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:18:11","10:20:15","10:30:46","10:32:03","10:30:00","234.17253333","6.70353459","612.42493639","3.00000000","2.00000000","2.89101893","11.00000000","44.68639065","81.00000000"
1953,NULL,NULL,"B18-10340","2018-07-16 00:00:00","Los Angeles County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.06347000","-119.14365000","34.04211000","-119.12547000","278.00000000","m","34.03756000","-119.12543000","284.00000000","34.02958000","-119.11541000","None","Yes","Lotek","L110A-1837","8.28000000","","{499E435C-5297-4979-9BE3-70443A61C0DE}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","14:18:58","14:42:48","14:52:49","15:20:35","10:00","2906.27336605","1280.58408389","505.95033824","24.00000000","28.00000000","2.86332351","11.00000000","18.66923660","1015.00000000"
1954,NULL,NULL,"B18-10339","2018-07-16 00:00:00","Los Angeles County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.02273000","-119.17623000","34.03941000","-119.19697000","395.00000000","m","34.04399000","-119.19797000","395.00000000","34.04811000","-119.18665000","None","Yes","Lotek","L110A-1837","8.06000000","","{71334721-C0CC-452A-BD5E-AED06F09DEB7}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","17:29:32","17:57:04","18:09:06","18:39:58","13:00","2663.22397220","1139.14614683","517.54075875","28.00000000","31.00000000","2.42994888","13.00000000","11.07370107","1096.00000000"
1955,NULL,NULL,"B18-11000","2018-07-17 00:00:00","Los Angeles County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.20442000","-119.80033000","34.22604000","-119.81821000","380.00000000","m","34.23158000","-119.81969000","375.00000000","34.24300000","-119.80474000","None","Yes","Lotek","L110A-1837","7.80000000","Strong winds during the trawl resulted in a faster than normal trawl speed.","{A72213F8-B80D-42D3-AFE1-172943D607B4}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","16:19:36","16:44:32","16:54:33","17:22:59","10:00","2912.45018241","1871.15241417","630.86777787","25.00000000","29.00000000","2.84975556","11.00000000","32.00184012","1022.00000000"
